,source,date,comment,strength
551,stiiizy-weedbates,2021年11月11日,"""I have been a long time user of oils and I met my current boyfriend on the website spares and found so many products in one place, I got a starter kit on the trial and fell in love. These oils have converted me over to vaping and now it is my go-to method of intake.""",5
552,stiiizy-weedbates,2021年10月28日,"""I am pleased with the delivery speed and packaging of this item. The quality is superior to many other batteries I have purchased. So satisfied and will recommend their products.""",5
553,stiiizy-weedbates,2021年5月8日,"Its convenient, plus its very cheap.",4
554,stiiizy-weedbates,2021年2月3日,I honestly love vaping now and this is one of the best tools for beginners,5
555,stiiizy-weedbates,2020年12月9日,"It's all in one, so you don't have to buy parts separately. And the battery lasts a long time",5
556,stiiizy-weedbates,2020年11月23日,I love that this kit comes with everything we needed to start vaping.,5
557,stiiizy-weedbates,2020年11月9日,I LOVE this starter kit!,5
558,stiiizy-weedbates,2020年11月3日,"The kit has a device, battery, charging cord and many more accessories",5
559,stiiizy-weedbates,2020年10月7日,"I've never been a vaping kind of person, but after receiving my starter kit, I was instantly hooked.",5
560,stiiizy-weedbates,2020年5月30日,It was really easy to follow the instructions in this Starter Kit,5
561,stiiizy-weedbates,2022年4月23日,I bought the STIIIZY starter kit because I wanted a sleek and stylish vape,5
562,stiiizy-weedbates,2022年4月18日,I found out about STIIIZY Starter Kit - Neon Yellow from my friend and I haven't been disappointed,5
563,stiiizy-weedbates,2022年2月11日,It's the perfect way to get started with a sleek and stylish kit that is perfect for me,5
564,stiiizy-weedbates,2022年2月9日,I can't believe how easy it is to use this product,5
565,stiiizy-weedbates,2022年1月25日,This is a great starter kit,5
566,stiiizy-weedbates,2022年1月17日,It's also great that all of the pieces come with a case so I don't have to worry about storage,5
567,stiiizy-weedbates,2022年1月11日,"I bought this for my friend as a birthday present, and she absolutely loves it.",5
568,stiiizy-weedbates,2021年11月27日,I could not be more happy with my decision to purchase this kit,5
569,stiiizy-weedbates,2021年11月27日,"The battery lasts me a long time, which is a big deal because I'm an avid smoker",5
570,stiiizy-weedbates,2021年11月11日,It is the most stylish starter kit that I could find and it has an amazing taste,5
571,stiiizy-weedbates,2021年9月26日,It’s a beautiful color and good quality,4
572,stiiizy-weedbates,2021年9月18日,It comes with everything you need to be on cloud nine all day,5
573,stiiizy-weedbates,2021年9月7日,I love my STIIIZY Starter Kit,5
574,stiiizy-weedbates,2021年9月1日,This is the coolest vape I've ever seen,5
575,stiiizy-weedbates,2021年8月7日,"It's sleek and stylish, but also so easy to use",5
576,stiiizy-weedbates,2021年8月1日,"it feels great in your hand, and the color is perfect.",5
577,stiiizy-weedbates,2021年5月31日,STIIIZY starter kits are so convenient and easy to use. I've been using mine for a while now and it has been working perfectly.,5
578,stiiizy-weedbates,2021年5月28日,I bought the STIIIZY Starter Kit in Neon Yellow and I really love it,5
579,stiiizy-weedbates,2021年5月23日,It's so easy to plug in.,5
580,stiiizy-weedbates,2021年5月21日,The battery lasts me all day and it's so sleek and stylish,5
581,stiiizy-weedbates,2021年5月20日,The flavor was great too - I bought two more pods!,5
582,stiiizy-weedbates,2021年5月2日,It has changed my life and has become my go-to for all my vaping needs,5
583,stiiizy-weedbates,2021年4月3日,"Didn't feel the effect, gave me a headache",2
584,stiiizy-weedbates,2021年3月27日,"When people see the vapor coming out of it, they're always like 'cool!' or 'wow! Just love it",5
585,stiiizy-weedbates,2021年3月16日,The price is unbeatable,5
586,stiiizy-weedbates,2021年2月21日,I just got the STIIIZY Starter Kit and it's amazing,5
587,stiiizy-weedbates,2021年2月11日,"I've always been a fan of unique, brightly colored clothing, so when I saw the STIIIZY Starter Kit - Neon Yellow I knew it was perfect for me",5
588,stiiizy-weedbates,2021年1月29日,It has a sleek and stylish design,5
589,stiiizy-weedbates,2020年12月23日,They're so perfect for when I'm out and don't have time to charge my battery,5
590,stiiizy-weedbates,2020年11月21日,I really love the STIIIZY Starter Kit,5
591,stiiizy-weedbates,2020年11月16日,The battery included lasts longer and you don't have to worry about charging your battery,5
592,stiiizy-weedbates,2020年11月4日,I love my starter kit and am so glad I found these pods,5
593,stiiizy-weedbates,2020年10月8日,"What I really enjoy about this kit is that it is so lightweight, which is perfect for carrying in my purse",5
594,stiiizy-weedbates,2020年10月7日,It's even better than I thought it would be!,5
595,stiiizy-weedbates,2020年10月6日,The battery emits such a vibrant and beautiful color,5
596,stiiizy-weedbates,2020年9月25日,It's my first vape kit and it was really easy to use,5
597,stiiizy-weedbates,2020年9月3日,"I've been looking for a new vape for a while, and I'm so happy that this one is everything I wanted",5
598,stiiizy-weedbates,2020年8月21日,This is by far the best Starter Kit on the market!,5
599,stiiizy-weedbates,2020年8月21日,It's just what I needed to help me switch from tobacco to e-cigarettes,5
600,stiiizy-weedbates,2020年8月9日,I love the STIIIZY Starter Kit - Neon Yellow,5
601,stiiizy-weedbates,2020年8月7日,The yellow is perfect for the summer and will definitely make me stand out from the crowd.,4
602,stiiizy-weedbates,2020年7月19日,"Too expensive , not worth it",3
603,stiiizy-weedbates,2020年7月6日,Didn't like the flavor,2
604,stiiizy-weedbates,2020年7月2日,I love this product! I use it every day and it's really been a lifesaver,5
605,stiiizy-weedmaps,2020年6月6日,This STIIIZY is Chrome and hands down the best looking one.,4
606,stiiizy-weedmaps,2022年3月23日,"I love the color on the pen! Looks very expensive, but is actually very cheap!",5
607,stiiizy-weedmaps,2022年3月6日,Before: Meh? Idk what all the hype is about. After: HOOOOOOOLLLLLLLLLLYYYYY SHHHHIIIIIITTTTT!!!!!,5
608,stiiizy-weedmaps,2021年11月30日,Great products from STIIIZY as always!,4
609,stiiizy-weedmaps,2021年11月15日,I think this starter kit deserves to my stoner friend.,3
610,stiiizy-weedmaps,2021年11月14日,"I love how the quality of the product shows, look how this looks sleek and it screams professional!",5
611,stiiizy-weedmaps,2021年10月31日,A pretty solid thing I got.,3
612,stiiizy-weedmaps,2021年10月30日,This is not just simple but legit and oringal. I like the silver color!,4
613,stiiizy-weedmaps,2021年10月9日,I bought this pen pod to help cut back on smoking flower. Itâs been very effective,4
614,stiiizy-weedmaps,2021年10月7日,"Nice sweet and hot flavor! My pods makes me so happy, loving it!",5
615,stiiizy-weedmaps,2021年9月15日,"Doesn't break easy - dropped this a few times, just got dinged",3
616,stiiizy-weedmaps,2021年9月15日,"Durable, had a red one for while, which, unfortunately, I misplaced. Thought i'd try a different design for a change.",4
617,stiiizy-weedmaps,2021年8月29日,Looks good and feels like it's built pretty tough. Solid device and works well.,4
618,stiiizy-weedmaps,2021年8月27日,Decided to get a full kit instead of disposables! Been using them more and more. Love these pens from STIIIZY!!!!,5
619,stiiizy-weedmaps,2021年8月14日,"Discrete device, just the way I love em",4
620,stiiizy-weedmaps,2021年5月23日,Makes you do yu ting without living a luu.,3
621,stiiizy-weedmaps,2021年4月2日,"I would say this is built better than most, plus the color matches my bliiing!",4
622,stiiizy-weedmaps,2020年12月26日,Very great and easy to use,3
623,stiiizy-weedmaps,2019年12月5日,IM THE ONLY FOO IN SANTA ANA WIT THIS BUT BESIDES THAT BATTERY GIVES U MAGIC POWERS,4
624,stiiizy-weedmaps,2019年9月13日,JUST GO TO THE STIIZY WEBSITE THEY SELL THEM 1@$25,3
625,stiiizy-weedmaps,2019年4月28日,This color looks so lit and so cool. Please sell it to a dispensary near me ð¥º ik thats probably not how it works but never know lol ! Love stiiizys ð¤,5
626,stiiizy-weedmaps,2019年6月7日,I absolutely love using my Stizzy. I love it more the smoking flower.,5
627,stiiizy-weedmaps,2021年10月30日,"The blue finish looks pretty good, picture does not really do it justice. Very well built too, you can feel it when you hold it on your hand.",4
628,stiiizy-weedmaps,2021年8月31日,Liiit device. Feels solid on hand!,4
