,source,date,comment
2096,stiiizy-yelp,2021年2月14日,"What's up with buying a $40 joint SMALLER THAN MY PINKY and when you light it up the thing it's just ashes no smoke. Went back into the store since I am not a new costumer nor smoker, just for them to escort me out on v-day... when this happens the manager should've checked it and offer a replace instead of arguing with the costumer saying it was halfway...what part of all ashes no smoke did he not understand..oh and on my way out there was someone else complaining that his stuff wasn't good either DEFINITELY NOT RETURNING"
2097,stiiizy-yelp,2019年11月1日,One of my favorite new clubs in San Fran. I can't in there first time a few days ago and had to come back because the quality was amazing and the staff was very friendly! Come in for great quality and friendly service!
2098,stiiizy-yelp,2020年1月4日,Solid prices. Solid first-timer discount. Solid knowledge and service. Left with great recommendations and stuff that is every bit as great as advertised. Welcome to the hood!
2099,stiiizy-yelp,2021年9月8日,"Awful company. Particularly awful store. Went in for the first time, asked for a vape cartridge. Budtender offers bla bla bla. It's weed so I don't really care. I say sure. Product is not viewable because of their packaging. I walk out of store, open packaging. Vape cartridge does not fit on my battery. I have that circular/cylindrical battery that is by far the most common. Like the one everyone has. I didn't even know there was another type. Apparently there is. Budtender knew they offer 2 types but didn't have a thought to maybe clarify which of the 2 types I needed. He just presumed to know. I turn back into the store. Bare in mind that I had left the store 30 seconds prior. Manager is argumentative in that passive aggressive sorta way where they're making it like I'm the one being difficult. It's beyond absurd. They tell me absolutely no returns/exchanges. The product is mine now but they'll happily sell me a second cartridge. They tell me to phone customer service. The number they provide does not lead you to anyone. They rip me off for $35 because of their own mistake. Could have had a customer for years.  Whatever."
2100,stiiizy-yelp,2019年12月20日,S/O to Izzy @ Stiiizy. I really appreciate how patient she was with my indecisiveness!!
2101,stiiizy-yelp,2021年1月29日,"Today I walked in and was very displeased with the way my orders were taken care of. Female worker was too high on the job and just wasn't on the same planet I was. I let her know about the mistake she made and that I wanted a full gram carts, ended up getting half grams and it seemed like all she could do is laugh about the fact that she made a mistake. I came back in trying to fix my issue which was to get my order right, but solely based off the employees mistakes no matter what, I was told by managers ""Sales are final"". Even if the employees lack of attentiveness was the reason why my order was MESSED UP!! They say thats POLICY..."
2102,stiiizy-yelp,2020年8月20日,Staff are not there to make your experience better they only want to sell you weed i would recommend barbery coast in sf there is two locations both are excellent
2103,stiiizy-yelp,2020年12月18日,"Sophia was amazing!!!! great customer service, friendly store, top notch weed, highly recommend"
2104,stiiizy-yelp,2019年12月1日,I Love this Dispensary! I've been coming here for a few years now (before the Grand Opening) & I'm very pleased with the new set-up. The staff is hella friendly & very knowledgeable. They have fire flowers & lots of other great products. I really appreciate the the staff's patience especially when its so hard to choose from everything they have. I would recommend anyone here. Especially if you suffer from any medical conditions. There is so many CBD products to choose from.
2105,stiiizy-yelp,2020年12月8日,"the staff was super welcoming, we took forever but the home girl Sabrina really took care of us and took the time to actually look through their stock to make sure we left with some that zaaa"
2106,stiiizy-yelp,2020年9月24日,"First of i never been here right but was told they get pretty packed  but I literally jus called and a man named Gabriel picked up and i said "" hello how are you just wanted to asm if you guy's were busy at the moment and he was speaking with another customer at the moment then i said ""hello?"" and he said your good togo to the other customer but gave me hella attitude and said ""i said yes we're busy"" but with a stank ass attitude.  Never been in AND NOW I DON'T EVEN WANT TOGO IN THANKS GABRIEL YOU RUDE AHH"
2107,stiiizy-yelp,2021年2月16日,One of my favorite dispensaries in the city. Good music and very friendly staff. Especially Joseph! Always provides 5 star service and has great recommendations for tree. Will return!
2108,stiiizy-yelp,2021年8月15日,"bud tenders just want to upsell you to make commission. not thorough about products , i felt very rushed from the counter . dont go to this stiizy location , they will kill your vibe, rob your pockets and laugh about it !!"
2109,stiiizy-yelp,2021年1月29日,"First time I went I was so disappointed by the dry weed I bought. The second time i mentioned this and one of the staff grabbed two bags and said ""this is what dry weed sounds and feels like, this is what fresh weed feels like. I won't do that to you."" And I got some fire weed and I thank you! The 3rd time today I asked dude with the fluffy hair if he had anything good and not to high priced and BAM. 36$ eight or some stupid fire CRUs Pure Kush. My man! This is my club now!"
2110,stiiizy-yelp,2020年7月14日,"I went in for the first time last night excited to see what they were about. I had already knew what I wanted to purchase after looking on Weedmaps, to make things easier. Although it stated they updated their inventory within 3 minutes of looking, when I had got to the counter the budtender (who had a good attitude) sadly had NO KNOWLEDGE of the merchandise. She stated that the item I wanted was sold out after not knowing where to look. When I asked her to show me a similar option it was like asking as car salesman to show me a house! They had a special promotion for new members. When I asked about that deal for the day she continued to not be ANY assistance. Beyond annoyed that Urbana (my go to was already closed) I went down the way to Dr Greenthumb who is always hassle free. I'm sad writing this review! As much as I thought I'd love the place when I walked in, I left quicker than I waited in line. Either train your staff with product classes or get new people in there all together!!!!!!"
2111,stiiizy-yelp,2021年1月3日,"Dennis gave great customer service, and he is very friendly and social as well gave me great recommendation."
2112,stiiizy-yelp,2021年1月18日,"Great Weed Club , Richie helped me out ! He's very knowledgeable and great conversation"
2113,stiiizy-yelp,2020年9月4日,"I've been here maybe a handful of times mostly for daily deals and the close proximity to my house, as I usually go to Purple Star and used to frequent Dr Greenthumb when it was cookies. Anyways I decided to jump on stiiizy board and treated myself to 2 half g pods and a rose battery for $60 (each was $20..normally $25). Figured can't beat that price as $25/20 per half gram pod! I have enjoyed them but I have recently got a Dart battery (480mAh) which blows the stiiizy(210mAh) out of the water...I think its got closer mAh to the biiig stiiizy battery? Anyways as for the actual location its great as theres usually decent street parking and you can usually get away with parking in safeway lot for a bit. The security and receptionists have always been friendly and have zero complaints about! The budtenders have been pretty good but the last time I was there I was overcharged. Hopefully I can get the rest of my change back even though it's been a little while since, but I bought 1 half gram pod on a Sunday when they are supposed to be 20% off and for some reason I ended up only getting 5% off?? I had a new trainee BT who was being trained by another BT so there were 2 of them but the newbie rung me up and idk how the BT okayed the price and everything. I'm extremely shy and have really bad social anxiety and if I feel the least bit intimidated I tend to have trouble speaking up for myself. Thus I should have but didn't feel comfortable trying to argue the correct price. I'm on an extremely tight budget due to being broke thanks to the useless EDD. I know that's my issue but just trying to explain as I'm not trying to be a complainer just a very meek and socially awkward patient The first time was perfect & BT took the time to explain (w/o asking!) all diff products and listened to what I was looking for so she was able to help me find the perfect flavored hybrid & indica pods! I got Rose battery instead of Rose Gold but that's ok still cute. Location is top notch as the actual store its self is super modern and looks almost too modern and nice.. seems like most newer dispo's are trying to use this clean hi tech modern look which is very professional looking. However there is only one or 2 of the product displays so I never really feel comfortable looking thru all the displays to see what I'd like..which sucks cos I saw a product I've been searching the entire bay area for but it wasn't listed on their menu so I guess I'll have to ask them whenever I go back next. Wish they carried more Dart battery pods because they hit the best out of ANY of the vape pen batteries on the market! Overall the budtenders are the only thing that might use a little more fine tuning however they arent that bad and there is usually SO many of them that it's really hard to give a proper review on them. Overall clean easily accessible location with pretty good selection but the pods are always in and out of stock. Most of the time they are usually out of the specific size and strain pod I want but can usually find a close alternative."
2114,stiiizy-yelp,2020年4月6日,"I came in here and bought close to $400 worth of stuff on Friday 2/27. One of the pods was defective but by the time I noticed it I was back in San Jose(where i live). I cane back on Tuesday 3/3 with my defective pod, box, and receipt. As per their policy on weedmaps and their website, I thought I'd be getting a replacement pod but I come in and every bud tender is a straight up clown. Every budtender pretty much said that my pod was mainly gone so they couldn't do anything for me because the manager on shift isn't very helpful and would only honor me with 20% off on my next pod, heres the deal though, its a DEFECTIVE LEAKY pod. Do they know what the definition of a leak is? Its when things accidentally lose and/or emit their contents which in this case is a $60 gram of concentrate. This pod was already missing 25% of its contents when I first got it, it maybe leaked away another 50% of it, I showed them nonstop that their is still some left in their but it just looks messy because I had the pod in my pocket on the hour car ride back to SF. Nobody wanted to hear me out, they obviously don't know their own product or are too lazy to help out a customer that spent almost $400 just a week ago. Special shoutout to Maria, she is terrible person and an even worse employee. Only person in this establishment that deserves any respect is Elizabeth who was the original budtender and manager who helped me out on Friday 2/27, too bad she was out that day when I came back because even a couple budtenders hinted that she probably would have given me a new pod. Anyways, this place sucks, budtenders probably think they're hot stuff cause they work at Stiizy but they're all lazy bums."
2115,stiiizy-yelp,2019年12月4日,"I liked it more when it was la corona. It's alright, but cash only and they doNt  post the correct prices."
2116,stiiizy-yelp,2019年11月21日,"Love Neka!!! She was so amazing and so sweet. Really got educated on everything. Such an amazing place with even better employees. Neka needs a raise, only coming back because of how awesome she was!"
2117,stiiizy-yelp,2019年10月16日,"So I considered giving 2 stars but I decided to keep it REAL as we do in the Bay Area...I personally loved La Corona and referred everyone I knew or came in contact with to them. But STIIZY. The Grand Opening was semi exciting due to my bud tender Shauna's  positive attitude and knowledge of both the old and new product but after that things went completely down hill. The dispensery is way too bright...the deals are gone...and its way too loud in there, on top of the fact that at least 3 to 4 people scream out welcome to STIIZY & stay STIIZY every time you walk in. It's redundant and annoying ..Maybe LA residents appreciate that but the Bay DOES NOT. There aren't any prices on any of there products so you have to wait for someone to tell you which can be very time consuming...needless to say I haven't been bk since the Grand Opening"
2118,stiiizy-yelp,2020年7月16日,"Good customer service and great quality products, not to bad of a wait in the line, and their efficient every time"
2119,stiiizy-yelp,2019年12月6日,"i found Stiiizy on Weedmaps earlier this week when i was planning a busy day and was trying to find a place along my way to pick up some concentrates. I have made two trip here since and i gotta say they have some pretty awesome prices, and huge selection of just about everything. the staff has been very friendly both times ive been in. My only gripe is that the concentrates display is kinda difficult to view and with the heat from that lights in the display case the concentrates start to break down and dont look so attractive, i was looking for a particular consistency but everything in the display was altered and there is no knowing how long they have been sitting with lids off baking on low. also wasnt able to smell them. i decided on the ursa skittles which in the display had a sugar-y consistency but when i got home and open it it was much closer to a diamond sauce. -online menus need work, concentrates are in multiple categories and hard to filter though"
2120,stiiizy-yelp,2019年11月10日,"Visiting the area to eat and I accidentally spot this place and I love stiiizy  so I went in just to peek. Place was nice as hell and professional. Dude who took my id shared the same birthday as me which I thought was dope since it's it a birthday you hear to often. They had a new flavor that was blue gummy that I want to try! But they weren't all pushy like some dispensaries. I was on my way back to where I live, and just glanced at the shirts which were nice shirts, and the guy who took my id went and just shot me whichever one I wanted and I thought that was bad ass. I will be back to visit with lots more money, thanks guys for a good first experience."
2121,stiiizy-yelp,2020年1月6日,Best place on Mission/30th. Great service and great solid prices. You get what you pay for for sure. Highly recommend being a member here you get a helluva a lot more deals than anywhere else
2122,stiiizy-yelp,2019年10月24日,"This is one of the best dispensaries i have ever been too, the workers are really friendly and they have the best pods and also have some dam good weed, its decent pricing and not overpriced one bit, i strongly recommend every one in san francisco that smokes weed to try out Stiiizy"
2123,stiiizy-yelp,2020年1月18日,The employees work hard to keep the line moving and seem to always offer great deals. Not to mention it's near by. I would definitely recommend!
2124,stiiizy-yelp,2019年10月24日,Super friendly and have a great selection. The prices are really good and they will treat you with then best respect MUST COME!!!!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
